"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"Burden et al 2018","AB 17.4","Brandy Hole Natural","17.4","Salt marsh",51.629647,0.645383,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",5.4284,0.367978034,NA,10.07543779,NA,0.55,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4284,10.07543779,0.367978034,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",4.20315150997812,"Observed",5.4284,NA,"51.629647_0.645383"
"Burden et al 2018","AB 14.1","Ferry Lane (B) Natural","14.1","Salt marsh",51.852865,0.960211,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.3929,0.446778365,NA,7.565666237,NA,0.437,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3929,7.565666237,0.446778365,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.14319021684269,"Observed",4.3929,NA,"51.852865_0.960211"
"Burden et al 2018","AB 14.2","Ferry Lane (B) Natural","14.2","Salt marsh",51.852865,0.960211,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",NA,0.393099779,NA,10.96831798,NA,NA,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.96831798,0.393099779,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",4.58231935068879,"Estimated (our equation)",4.58231935068879,NA,"51.852865_0.960211"
"Burden et al 2018","AB 14.3","Ferry Lane (B) Natural","14.3","Salt marsh",51.852865,0.960211,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.9349,0.401484599,NA,8.210547709,NA,0.417,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9349,8.210547709,0.401484599,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.41472431525151,"Observed",4.9349,NA,"51.852865_0.960211"
"Burden et al 2018","AB 14.4","Ferry Lane (B) Natural","14.4","Salt marsh",51.852865,0.960211,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.5911,0.462432151,NA,8.131814334,NA,0.412,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5911,8.131814334,0.462432151,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.3815423685133,"Observed",4.5911,NA,"51.852865_0.960211"
"Burden et al 2018","AB 16.1","North Fambridge Natural","16.1","Salt marsh",51.639013,0.663894,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",2.743,0.62552278,NA,5.630073228,NA,0.313,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.743,5.630073228,0.62552278,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",2.33159879584802,"Observed",2.743,NA,"51.639013_0.663894"
"Burden et al 2018","AB 16.2","North Fambridge Natural","16.2","Salt marsh",51.639013,0.663894,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",3.2076,0.496808764,NA,6.57494687,NA,0.365,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2076,6.57494687,0.496808764,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",2.72714383358514,"Observed",3.2076,NA,"51.639013_0.663894"
"Burden et al 2018","AB 16.3","North Fambridge Natural","16.3","Salt marsh",51.639013,0.663894,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",3.1269,0.659381255,NA,6.739539305,NA,0.373,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1269,6.739539305,0.659381255,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",2.79617055434095,"Observed",3.1269,NA,"51.639013_0.663894"
"Burden et al 2018","AB 16.4","North Fambridge Natural","16.4","Salt marsh",51.639013,0.663894,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",3.63,0.554590899,NA,7.696713682,NA,0.383,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,7.696713682,0.554590899,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.19832314040721,"Observed",3.63,NA,"51.639013_0.663894"
"Burden et al 2018","AB 12.1","Northey Natural","12.1","Salt marsh",51.719498,0.709383,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",6.1241,0.396175008,NA,11.16756699,NA,0.574,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1241,11.16756699,0.396175008,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",4.66708041721815,"Observed",6.1241,NA,"51.719498_0.709383"
"Burden et al 2018","AB 12.2","Northey Natural","12.2","Salt marsh",51.719498,0.709383,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",5.2312,0.378984492,NA,10.38735379,NA,0.535,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2312,10.38735379,0.378984492,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",4.33548510199242,"Observed",5.2312,NA,"51.719498_0.709383"
"Burden et al 2018","AB 12.3","Northey Natural","12.3","Salt marsh",51.719498,0.709383,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",9.516,0.309731696,NA,17.0013557,NA,0.802,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.516,17.0013557,0.309731696,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",7.17282046174068,"Observed",9.516,NA,"51.719498_0.709383"
"Burden et al 2018","AB 12.4","Northey Natural","12.4","Salt marsh",51.719498,0.709383,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",8.9677,0.262761496,NA,15.88443018,NA,0.748,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9677,15.88443018,0.262761496,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",6.68947936238592,"Observed",8.9677,NA,"51.719498_0.709383"
"Burden et al 2018","AB 11.1","Orplands Natural","11.1","Salt marsh",51.718446,0.859936,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",6.6781,0.362812567,NA,12.3196877,NA,0.597,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6781,12.3196877,0.362812567,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",5.1582587166601,"Observed",6.6781,NA,"51.718446_0.859936"
"Burden et al 2018","AB 11.2","Orplands Natural","11.2","Salt marsh",51.718446,0.859936,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",5.4692,0.478448457,NA,10.25841896,NA,0.536,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4692,10.25841896,0.478448457,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",4.28076705713822,"Observed",5.4692,NA,"51.718446_0.859936"
"Burden et al 2018","AB 11.3","Orplands Natural","11.3","Salt marsh",51.718446,0.859936,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.0771,0.633927937,NA,7.260627629,NA,0.385,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0771,7.260627629,0.633927937,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.01494835835608,"Observed",4.0771,NA,"51.718446_0.859936"
"Burden et al 2018","AB 11.4","Orplands Natural","11.4","Salt marsh",51.718446,0.859936,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",3.2699,0.660311428,NA,6.78644987,NA,0.373,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2699,6.78644987,0.660311428,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",2.81585066582507,"Observed",3.2699,NA,"51.718446_0.859936"
"Burden et al 2018","AB 10.1","Tollesbury Natural","10.1","Salt marsh",51.769154,0.836512,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",10.026,0.289320058,NA,18.55690542,NA,0.751,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.026,18.55690542,0.289320058,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",7.84881128768336,"Observed",10.026,NA,"51.769154_0.836512"
"Burden et al 2018","AB 10.2","Tollesbury Natural","10.2","Salt marsh",51.769154,0.836512,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",10.51,0.31245148,NA,17.5091779,NA,0.776,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.51,17.5091779,0.31245148,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",7.39314003681683,"Observed",10.51,NA,"51.769154_0.836512"
"Burden et al 2018","AB 10.3","Tollesbury Natural","10.3","Salt marsh",51.769154,0.836512,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",11.371,0.280551497,NA,19.52183957,NA,0.808,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.371,19.52183957,0.280551497,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",8.26980055970605,"Observed",11.371,NA,"51.769154_0.836512"
"Burden et al 2018","AB 10.4","Tollesbury Natural","10.4","Salt marsh",51.769154,0.836512,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",13.379,0.248971593,NA,23.85558928,NA,0.962,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.379,23.85558928,0.248971593,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",10.1762425974649,"Observed",13.379,NA,"51.769154_0.836512"
"Burden et al 2018","AB 15.1","Wallasea Island Natural","15.1","Salt marsh",51.621201,0.81135,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",3.6054,0.654973543,NA,5.277846997,NA,0.357,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6054,5.277846997,0.654973543,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",2.18446103408679,"Observed",3.6054,NA,"51.621201_0.81135"
"Burden et al 2018","AB 15.2","Wallasea Island Natural","15.2","Salt marsh",51.621201,0.81135,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.5729,0.568728291,NA,7.4297899,NA,0.401,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5729,7.4297899,0.568728291,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.086050495168,"Observed",4.5729,NA,"51.621201_0.81135"
"Burden et al 2018","AB 15.3","Wallasea Island Natural","15.3","Salt marsh",51.621201,0.81135,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.0707,0.602325928,NA,6.766994058,NA,0.384,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0707,6.766994058,0.602325928,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",2.80768811954575,"Observed",4.0707,NA,"51.621201_0.81135"
"Burden et al 2018","AB 15.4","Wallasea Island Natural","15.4","Salt marsh",51.621201,0.81135,"direct from dataset",1,"UK",2011,NA,0,0.3,"EA","Core-level",4.1491,0.556678483,NA,7.320110561,NA,0.377,NA,"Burden et al 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1491,7.320110561,0.556678483,"https://doi.org/10.5285/0b1faab4-3539-457f-9169-b0b1fbd59bc2",15,"0-15cm",3.03994571750678,"Observed",4.1491,NA,"51.621201_0.81135"
"Burke et al 2022","SAB Baldoyle Estuary 1","Baldoyle Estuary",NA,"Saltmarsh",53.41474,-6.12899,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.21,"Baldoyle Estuary 1",28.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,0.21,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",12.1131161128825,"Estimated (our equation)",12.1131161128825,NA,"53.41474_-6.12899"
"Burke et al 2022","SAB Baldoyle Estuary 2","Baldoyle Estuary",NA,"Saltmarsh",53.41535,-6.12868,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.32,"Baldoyle Estuary 2",11.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,0.32,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",4.93647825444613,"Estimated (our equation)",4.93647825444613,NA,"53.41535_-6.12868"
"Burke et al 2022","SAB Baldoyle Estuary 3","Baldoyle Estuary",NA,"Saltmarsh",53.41561,-6.12858,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.22,"Baldoyle Estuary 3",44.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,0.22,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",19.5628211235677,"Estimated (our equation)",19.5628211235677,NA,"53.41561_-6.12858"
"Burke et al 2022","SAB Baldoyle Estuary 4","Baldoyle Estuary",NA,"Saltmarsh",53.41601,-6.12928,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.32,"Baldoyle Estuary 4",9,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.32,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",3.74790460337984,"Estimated (our equation)",3.74790460337984,NA,"53.41601_-6.12928"
"Burke et al 2022","SAB Baldoyle Estuary 5","Baldoyle Estuary",NA,"Saltmarsh",53.4165,-6.12925,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.37,"Baldoyle Estuary 5",21,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.37,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.91717003794256,"Estimated (our equation)",8.91717003794256,NA,"53.4165_-6.12925"
"Burke et al 2022","SAB Baldoyle Estuary 6","Baldoyle Estuary",NA,"Saltmarsh",53.41713,-6.12963,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.37,"Baldoyle Estuary 6",10.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,0.37,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",4.25598238300464,"Estimated (our equation)",4.25598238300464,NA,"53.41713_-6.12963"
"Burke et al 2022","SAB Baldoyle Estuary 7","Baldoyle Estuary",NA,"Saltmarsh",53.41788,-6.1297,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.16,"Baldoyle Estuary 7",20.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,0.16,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.74169311418414,"Estimated (our equation)",8.74169311418414,NA,"53.41788_-6.1297"
"Burke et al 2022","SAB Baldoyle Estuary 8","Baldoyle Estuary",NA,"Saltmarsh",53.41857,-6.13012,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.06,"Baldoyle Estuary 8",53.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,0.06,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",23.9530686552637,"Estimated (our equation)",23.9530686552637,NA,"53.41857_-6.13012"
"Burke et al 2022","SAB Baldoyle Estuary 9","Baldoyle Estuary",NA,"Saltmarsh",53.41725,-6.12897,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.19,"Baldoyle Estuary 9",49.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8,0.19,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",22.1256950016126,"Estimated (our equation)",22.1256950016126,NA,"53.41725_-6.12897"
"Burke et al 2022","SAB Malahide Estuary 1","Malahide Estuary",NA,"Saltmarsh",53.46835,-6.13241,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.13,"Malahide Estuary 1",32.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,0.13,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",14.0101092563081,"Estimated (our equation)",14.0101092563081,NA,"53.46835_-6.13241"
"Burke et al 2022","SAB Malahide Estuary 2","Malahide Estuary",NA,"Saltmarsh",53.46835,-6.13311,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.11,"Malahide Estuary 2",19.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,0.11,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.30395668976989,"Estimated (our equation)",8.30395668976989,NA,"53.46835_-6.13311"
"Burke et al 2022","SAB Malahide Estuary 3","Malahide Estuary",NA,"Saltmarsh",53.46811,-6.13278,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Malahide Estuary 3",39.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",17.4110399138942,"Estimated (our equation)",17.4110399138942,NA,"53.46811_-6.13278"
"Burke et al 2022","SAB Malahide Estuary 4","Malahide Estuary",NA,"Saltmarsh",53.46809,-6.13217,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Malahide Estuary 4",16.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",6.99894071637109,"Estimated (our equation)",6.99894071637109,NA,"53.46809_-6.13217"
"Burke et al 2022","SAB Malahide Estuary 5","Malahide Estuary",NA,"Saltmarsh",53.46812,-6.13175,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Malahide Estuary 5",12.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",5.2780371181419,"Estimated (our equation)",5.2780371181419,NA,"53.46812_-6.13175"
"Burke et al 2022","SAB Malahide Estuary 6","Malahide Estuary",NA,"Saltmarsh",53.46787,-6.13339,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.3,"Malahide Estuary 6",18,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.3,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",7.60641875465299,"Estimated (our equation)",7.60641875465299,NA,"53.46787_-6.13339"
"Burke et al 2022","SAB Malahide Estuary 7","Malahide Estuary",NA,"Saltmarsh",53.46784,-6.13271,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.24,"Malahide Estuary 7",51.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6,0.24,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",22.9888350581258,"Estimated (our equation)",22.9888350581258,NA,"53.46784_-6.13271"
"Burke et al 2022","SAB Malahide Estuary 8","Malahide Estuary",NA,"Saltmarsh",53.46772,-6.13221,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.19,"Malahide Estuary 8",30.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,0.19,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",13.1037749780674,"Estimated (our equation)",13.1037749780674,NA,"53.46772_-6.13221"
"Burke et al 2022","SAB Malahide Estuary 9","Malahide Estuary",NA,"Saltmarsh",53.46835,-6.13311,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.3,"Malahide Estuary 9",13.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,0.3,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",5.53477979690281,"Estimated (our equation)",5.53477979690281,NA,"53.46835_-6.13311"
"Burke et al 2022","SAB Malahide Estuary 10","Malahide Estuary",NA,"Saltmarsh",53.46712,-6.13344,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.17,"Malahide Estuary 10",30.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,0.17,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",13.2846048577239,"Estimated (our equation)",13.2846048577239,NA,"53.46712_-6.13344"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 1","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37286,-6.15256,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",NA,0.35,"North Bull Island (North Lagoon) 1",14,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.35,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",5.87786807656945,"Estimated (our equation)",5.87786807656945,NA,"53.37286_-6.15256"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 2","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37253,-6.15221,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",NA,0.35,"North Bull Island (North Lagoon) 2",14,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.35,"https://doi.org/10.3389/fmars.2022.976457",3,"0-15cm",5.87786807656945,"Estimated (our equation)",5.87786807656945,NA,"53.37253_-6.15221"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 3","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37209,-6.15151,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",NA,0.17,"North Bull Island (North Lagoon) 3",28,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0.17,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",12.0233839480413,"Estimated (our equation)",12.0233839480413,NA,"53.37209_-6.15151"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 4","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37346,-6.1521,"direct from dataset",1,"Ireland",2019,NA,0,0.15,"EA","Core-level",NA,0.48,"North Bull Island (North Lagoon) 4",10,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.48,"https://doi.org/10.3389/fmars.2022.976457",7.5,"0-15cm",4.17116619806978,"Estimated (our equation)",4.17116619806978,NA,"53.37346_-6.1521"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 5","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37309,-6.1512,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",NA,0.41,"North Bull Island (North Lagoon) 5",16,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.41,"https://doi.org/10.3389/fmars.2022.976457",6,"0-15cm",6.73941231566324,"Estimated (our equation)",6.73941231566324,NA,"53.37309_-6.1512"
