system:index,saltmarsh,.geo
2387,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.90904012518043,28.27146421146014]}"
2388,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.09401988519943,31.773815841185332]}"
2389,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.02393426197531,45.78241387633039]}"
2390,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.32777485692888,40.99619004254158]}"
2391,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.3812615986328,18.572354088821665]}"
2392,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.11285871458344,29.215773238126584]}"
2393,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.931804974144082,37.226769278847655]}"
2394,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.44828506739182,29.659091830839564]}"
2395,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6652726852606,42.71852993678394]}"
2396,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.844838416101,59.89530631596172]}"
2397,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.57695418194209,31.126489847448806]}"
2398,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.63888469927272,30.192960604191796]}"
2399,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.2342651981779,55.366719305658386]}"
2400,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.48486771675613,33.05095068061806]}"
2401,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.09328497799734,56.6535559501596]}"
2402,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.75386282724956,-52.606555763672745]}"
2403,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.702210964477302,45.45228300941646]}"
2404,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.96579369990076,40.74556007827223]}"
2405,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.80774967555979,30.22476096524963]}"
2406,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.79547477614031,57.791631583610624]}"
2407,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39616448378548,57.13056136602707]}"
2408,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.85201374765762,32.29636584195766]}"
2409,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.1679541532557,-40.39063570951661]}"
2410,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.75029409163095,29.911608257205565]}"
2411,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.44355436225032,31.175268367376496]}"
2412,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.14662456659401,40.736936251544684]}"
2413,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.36980725170596,54.508648546267416]}"
2414,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[160.66822505696123,54.539370928984304]}"
2415,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.53415612605456,-33.738700862139964]}"
2416,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.44038738734666,35.03874274131773]}"
2417,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.962649208362341,53.934086090544575]}"
2418,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73815311244978,29.198525584671486]}"
2419,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.421169280612965,-17.09956618050771]}"
2420,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.3932532806215,54.992391326765784]}"
2421,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.13262457100731,38.40473011091358]}"
2422,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97288289619021,57.21410468745018]}"
2423,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.120102660367852,44.90251405553531]}"
2424,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.02624282406691,22.25553658524012]}"
2425,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.94428902446411,29.79356962887226]}"
2426,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.65964785107282,41.281045819135876]}"
2427,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.31725415347636,-40.30736188267873]}"
2428,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.14449936382047,34.11222035727686]}"
2429,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[161.82004491425928,55.09911118251918]}"
2430,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.44310977889012,54.465259918044445]}"
2431,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.94598667494023,55.1150113630481]}"
2432,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.45497415707496,58.70548772214541]}"
2433,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.53000888683744,30.217215116863024]}"
2434,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.84841591223929,32.76124400148951]}"
2435,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.613547245934708,44.99117777407791]}"
2436,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.38000853151688,58.68258068240036]}"
2437,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-16.330428634244576,16.293238381482027]}"
2438,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.884348135560078,39.07199870395756]}"
2439,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.70799220226863,-18.001295062706888]}"
2440,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.72137583393739,37.56094256454011]}"
2441,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.24105414597377,-36.182208266473474]}"
2442,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[139.8141950622402,-37.19901133656836]}"
2443,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.615649965342996,45.48758680008236]}"
2444,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.78843336482197,55.04332580337536]}"
2445,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.27357685552013,52.66207164823133]}"
2446,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.313076160350896,-31.81235356687406]}"
2447,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.77388065721925,59.83925144223266]}"
2448,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.29096718973324,29.29769959203828]}"
2449,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.65437981086949,51.30274096030167]}"
2450,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.795090536464794,57.09229313492357]}"
2451,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.51515923895836,55.15058464829923]}"
2452,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.3535481331074,53.3457794109747]}"
2453,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.29498712514652,59.41210252463383]}"
2454,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.83355088740605,-30.911702663015827]}"
2455,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31477711904425,30.32609092929831]}"
2456,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.67394478693588,37.939312962211254]}"
2457,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.38271223788895,-18.490427734909968]}"
2458,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.54062730431745,58.67126190982046]}"
2459,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.57599640099389,-53.079788255346905]}"
2460,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.8622375108338,45.767052684971944]}"
2461,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.77077568010888,29.882772336585326]}"
2462,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[139.83791058574096,-36.562465126241264]}"
2463,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.60255616753949,53.189742046123136]}"
2464,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.35111771951443,30.03341980973217]}"
2465,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.5576312547698,54.63423302298733]}"
2466,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.08770296645486,27.97825410272353]}"
2467,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[137.34346870479786,53.66809493491678]}"
2468,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.08673642498698,57.3014209330666]}"
2469,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.54126069929819,29.583094357803056]}"
2470,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.653502712886,47.7990418576503]}"
2471,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.679573419317492,45.84682308220176]}"
2472,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.96045159316716,59.90985902356446]}"
2473,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.48488143960168,54.29979024270963]}"
2474,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.32674135534184,39.5961656722413]}"
2475,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.80062758127676,59.026186278576084]}"
2476,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.56170277334807,21.95747557396926]}"
2477,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.41364377150639,32.18560356742572]}"
2478,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.68859190034888,37.782736608189225]}"
2479,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.628906783184533,55.18966136315843]}"
2480,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.66265346004708,52.90353879660266]}"
2481,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.53927983139128,29.84477360006707]}"
2482,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.86869165803391,-20.79191149282418]}"
2483,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.03884707177968,53.476753779399324]}"
2484,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.48620146683675,35.500386965826756]}"
2485,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.09329539262566,37.83070664436121]}"
2486,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.98905257130437,29.28099092775366]}"
2487,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.36872761925641,-39.85380249572678]}"
2488,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.68615438034482,29.83075988163481]}"
2489,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.36763757217852,33.03882342428244]}"
2490,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.67316871119712,45.06906170921108]}"
2491,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.88708921227494,29.633220350656924]}"
2492,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.20990255685085,52.05975125022919]}"
2493,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.4512752994119,32.376136239187474]}"
2494,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.58056574020597,30.333906272270152]}"
2495,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.48640400130283,30.600705911653648]}"
2496,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.50091719447752,57.34265360460768]}"
2497,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.79978668950409,29.67903443014702]}"
2498,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8552081682524,18.32549704874562]}"
2499,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.74069545289243,45.49944456183274]}"
2500,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.98932206588961,18.957461851123707]}"
2501,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85709463034907,57.082860824440324]}"
2502,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.750570692627278,59.443633391106424]}"
2503,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.96935202089104,55.25541804195598]}"
2504,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.016953194341674,59.28570956415821]}"
2505,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.36169166024055,-18.348134593905435]}"
2506,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.29204351396557,-52.58661316436529]}"
2507,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.24260580747465,54.00469367187637]}"
2508,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.21008971436275,46.41276171119706]}"
2509,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.70386530233154,54.626687174600725]}"
2510,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.88738449844267,38.35595159098589]}"
2511,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.423016228281575,-1.4314204894802516]}"
2512,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21883704670029,29.304167462083942]}"
2513,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.99305382154624,52.782266233246524]}"
2514,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.15152870640186,-41.10829978999969]}"
2515,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.18102381358533,-1.7103473851993631]}"
2516,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.709029012072907,42.36360556802831]}"
2517,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.38152943910941,41.099136974101675]}"
2518,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.91346182130863,32.69306187142484]}"
2519,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.36360722213693,-39.16766928171629]}"
2520,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.89399670335497,44.66859275555059]}"
2521,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[161.96045159316716,57.95790974270115]}"
2522,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.1895702655654,29.689814213556453]}"
2523,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.23128703489473,54.874622193017714]}"
2524,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.5702442630023,20.048914921328926]}"
2525,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.73062098690873,29.934245802365375]}"
2526,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.01108085895732,53.42420233527833]}"
2527,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.95139739590159,52.71785702737515]}"
2528,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.58798973709119,22.15124218075384]}"
2529,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.84394097883749,46.472320014534176]}"
2530,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.13130454377223,53.36410504277074]}"
2531,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[134.87570678779312,-33.63063353346038]}"
2532,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.01849278710561,45.28465737739976]}"
2533,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.33342382859051,-39.3075369714537]}"
2534,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.2836567738062934,56.35953735766728]}"
2535,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.51565871370079,29.55991782347277]}"
2536,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.45771737787507,58.685006133667486]}"
2537,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.17949083725586,29.15998785898276]}"
2538,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.378142898676877,40.57955141376694]}"
2539,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.51849964852839,58.39691642205036]}"
2540,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.5882663380875202,6.306038547226423]}"
2541,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.24903416309226,29.82671746285627]}"
2542,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.15113570620664,45.91985611480067]}"
2543,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.743764223792,56.75084349542975]}"
2544,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.25572159866678,52.587691142706234]}"
2545,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.14627604315268,29.082103923849598]}"
2546,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.17971916330443,52.02067453536999]}"
2547,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[130.63413151076597,42.54982632642629]}"
2548,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.73765363770735,32.81460392936621]}"
2549,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.29021194325112,52.0681055823715]}"
2550,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.15649649811163,45.26148084306948]}"
2551,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.6244659119083,32.9205153013639]}"
2552,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[140.09446943088548,-37.48898751028214]}"
2553,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.66850165795756,55.20475305993164]}"
